episode,x,y,z
206,0.0,38.51621233372436,0.0
207,0.0,40.82896015315843,0.0
208,0.0,37.25014809316794,0.0
209,0.0,33.53176975166339,0.0
210,0.0,34.15142636025256,0.0
211,3.0026940557535773,0.0,0.0
212,0.0,36.577866219736016,0.0
213,0.0,31.881519008472253,0.0
214,2.5294674869827647,0.0,0.0
215,0.0,30.0,0.0
216,3.060137750160803,0.0,0.0
217,0.0,32.69292025808251,0.0
218,0.0,30.02232998609543,0.0
219,0.0,23.899840734074164,0.0
220,3.659540855264447,0.0,0.0
221,0.0,25.749280809008145,0.0
222,1.580498456954956,24.83965088189681,0.0
223,1.9679334105684037,0.6338885477784817,0.0
224,0.0,20.0,0.0
225,3.7421067596712208,0.0,0.0
226,0.0,24.214469758446537,0.0
227,0.0,24.102053354776643,0.0
228,0.0,19.234065532684326,0.0
229,0.0,20.227347281084437,0.0
230,2.2490286980907346,0.0,0.0
231,1.9254629664830158,0.0,0.0
232,0.0,18.440337085002756,0.0
233,0.0,12.347296275703641,0.0
234,2.481809762041849,0.0,0.0
235,3.5163951629192325,0.0,0.0
236,0.0,8.79165362409543,0.0
237,0.0,8.536672115325928,0.0
238,3.083376509706295,0.9527866766639361,0.0
239,2.9594069690299074,0.0,0.0
240,0.0,2.1691200891156956,0.0
241,2.3361728377446447,0.0,0.0
242,0.0,1.74887100709201,0.0
243,0.0,0.0,0.0
244,0.0,0.0,0.0
245,0.0,2.078333401354765,0.0
246,2.167711343232197,0.0,0.0
247,3.5211079748068386,0.0,0.0
248,2.688517171304178,0.0,0.0
249,0.0,0.0,0.0
250,3.363007793966004,0.0,0.0
251,0.0,5.0,0.0
252,0.0,5.0,0.0
253,3.426655193374014,0.0,0.0
254,3.458786975522502,0.0,0.0
255,0.0,9.385109302623365,0.0
256,0.0,12.510686862332602,0.0
257,3.4415896452471557,0.0,0.0
258,3.5041737005888027,0.0,0.0
259,2.7049843129931794,0.08469336112984727,0.0
260,0.0,10.725149451331585,0.0
261,0.0,10.0,0.0
262,0.0,10.0,0.0
263,0.0,11.372609986432359,0.0
264,0.0,11.863043163101015,0.0
265,0.0,16.185475871173608,0.0
266,0.0,18.68287502520353,0.0
267,2.230852281120775,0.8598883172051597,0.0
268,2.8748784129389238,0.0,0.0
269,0.0,13.4614925138793,0.0
270,0.0,8.014792097627506,0.0
271,0.0,4.450231880758491,0.0
272,2.7831794335645377,0.0,0.0
273,0.0,0.7431407545697253,0.0
274,0.0,5.0,0.0
275,3.6791642769127786,0.0,0.0
276,0.0,0.0,0.0
277,0.0,0.0,0.0
278,2.2937111627005144,0.0,0.0
279,3.3210840649082685,0.592897230295728,0.0
280,2.5860054464968707,0.0,0.0
281,3.1091886303612215,0.0,0.0
282,99.0,11.044962268322706,0.0
283,2.1342457890690225,0.0,0.0
284,99.0,0.0,0.0
285,0.0,0.0,0.0
286,99.0,0.0,0.0
287,0.0,0.0,0.0
288,0.0,0.0,0.0
289,0.0,0.0,0.0
290,99.0,0.0,0.0
291,0.0,0.0,0.0
292,99.0,0.0,0.0
293,0.0,0.0,0.0
294,0.0,0.0,0.0
295,1.9060547811041417,0.0,0.0
296,0.0,0.0,0.0
297,1.9926870900820315,0.0,0.0
298,2.3415478310317095,0.0,0.0
299,0.0,0.0,0.0
300,2.6516568951364876,0.0,0.0
301,0.0,0.0,0.0
302,1.9371013574089002,0.0,0.0
303,0.0,0.0,0.0
304,99.0,0.0,0.0
305,99.0,0.0,0.0
306,2.5806541318588163,0.0,0.0
307,0.0,0.0,0.0
308,99.0,0.0,0.0
309,0.0,0.0,0.0
310,3.613396240045298,0.0,0.0
311,99.0,0.0,0.0
312,0.0,0.0,0.0
313,0.0,0.0,0.0
314,0.0,0.0,0.0
315,3.6992747642149784,0.0,0.0
316,0.0,0.0,0.0
317,0.0,0.0,0.0
318,0.0,0.0,0.0
319,2.214369289142639,0.0,0.0
320,0.0,0.0,0.0
321,3.2466015006947577,0.0,0.0
322,0.0,0.0,0.0
323,0.0,0.0,0.0
324,0.0,0.0,0.0
325,2.7995203834618954,0.0,0.0
326,0.0,0.0,0.0
327,2.2360578023041757,0.02774345874786377,0.0
328,1.9310850538069335,0.0,0.0
329,2.766754213361635,0.0,0.0
330,2.911116876954062,0.0,0.0
331,0.0,0.0,0.0
332,3.2459246266746318,0.0,0.0
333,3.2433307745513886,1.0193740108875726,0.0
334,0.0,0.0,0.0
335,1.926786411746635,0.0,0.0
336,0.0,0.0,0.0
337,2.4261917452980883,0.0,0.0
338,0.0,0.0,0.0
339,2.29384700594095,0.0,0.0
340,2.6193526446836977,0.15051188922757364,0.0
341,2.412349952914857,0.0,0.0
342,0.0,0.0,0.0
343,0.0,0.0,0.0
344,2.815270069876548,0.2976364372681721,0.0
345,2.5607691404649104,0.0,0.0
346,99.0,0.0,0.0
347,0.0,0.0,0.0
348,3.6732586057153505,0.0,0.0
349,0.0,0.0,0.0
350,0.0,0.0,0.0
351,0.0,0.0,0.0
352,0.0,0.0,0.0
353,0.0,0.0,0.0
354,2.3869084059957513,0.0,0.0
355,2.7714332652812104,0.0,0.0
356,0.0,0.0,0.0
357,0.0,0.0,0.0
358,3.5232846344092756,0.0,0.0
359,3.1839054969945524,0.0,0.0
360,2.074447903644229,0.614427696755262,0.0
361,3.581022101790154,0.0,0.0
362,3.0729345883689585,0.0,0.0
363,2.268703425264722,0.0,0.0
364,0.0,0.0,0.0
365,2.8230142515531096,0.0,0.0
366,2.990019530057907,0.0,0.0
367,3.0064030226888407,0.0,0.0
368,2.7531053523602544,0.8255291797827735,0.0
369,2.318269682969155,1.0577600202797621,0.0
370,3.0121707916259766,0.0,0.0
371,19.65904402732849,0.0,0.0
372,20.0,0.0,0.0
373,20.7711501121521,0.0,0.0
374,3.371272945892393,0.0,0.0
375,3.5046953220166657,0.0,0.0
376,21.701803414485973,0.0,0.0
377,17.35442805290222,0.0,0.0
378,20.0,0.0,0.0
379,2.0109256349982263,0.0,0.0
380,20.826566931334625,0.0,0.0
381,2.69231912403839,0.0,0.0
382,2.9117294163736007,0.0,0.0
383,99.0,0.0,0.0
384,3.019295512900424,0.19829142879602024,0.0
385,23.48423271973659,0.0,0.0
386,3.2274315824766706,0.0,0.0
387,2.4201111003095823,0.0,0.0
388,3.0743627297122345,0.0,0.0
389,28.982497408622244,0.0,0.0
390,31.224299677979936,0.0,0.0
391,2.149596753026477,0.0,0.0
392,3.701983613090658,0.0,0.0
393,52.96763381463707,0.0,0.0
394,99.0,0.0,0.0
395,46.43958158933552,0.0,0.0
396,31.9035044456148,0.0,0.0
397,1.9024243123259992,0.0,0.0
398,3.45357477879491,0.0,0.0
399,2.8950662498108803,0.7724926886716634,0.0
400,33.34178130441484,0.0,0.0
401,2.2494042208995504,0.0,0.0
402,31.81175689052727,0.0,0.0
403,2.833771660469977,0.0,0.0
404,24.795314186393618,0.0,0.0
405,3.08965270372227,0.0,0.0
406,43.17750614813551,0.0,0.0
407,1.9607659193029603,0.0,0.0
408,3.6107344167696596,0.0,0.0
409,49.94814004584436,0.0,0.0
410,2.5162697251763575,0.0,0.0
411,37.68268090421122,0.0,0.0
412,37.73748702255888,0.0,0.0
413,3.057732880858743,0.8671405288400429,0.0
414,34.827682583604606,0.0,0.0
415,3.186304574686919,0.0,0.0
416,3.0983629442137794,0.0,0.0
417,38.27719020843506,0.0,0.0
418,3.1186886777573486,0.0629524777637771,0.0
419,31.266945838928223,0.0,0.0
420,33.88124151076512,0.0,0.0
421,31.457803482960266,0.0,0.0
422,31.865114537449088,0.0,0.0
423,2.7709759427011837,0.0,0.0
424,2.928026517280815,0.0,0.0
425,32.879918882136636,0.0,0.0
426,38.75531756072152,0.0,0.0
427,3.727034115700014,0.0,0.0
428,41.83443466410705,0.0,0.0
429,37.757185220718384,0.0,0.0
430,40.760691377040146,0.0,0.0
431,1.8303642953716515,0.0,0.0
432,33.5990284694097,0.0,0.0
433,38.47168326377869,0.0,0.0
434,29.338443398475647,0.0,0.0
435,3.4147683153147135,0.0,0.0
436,24.48767438696747,0.0,0.0
437,20.0,0.0,0.0
438,20.857729304990862,0.0,0.0
439,24.462544670556618,0.0,0.0
440,26.20680922706898,0.0,0.0
441,24.171303469509972,0.0,0.0
442,26.578586765871712,0.0,0.0
443,2.876548090593759,0.7590709585596604,0.0
444,1.828803355301086,0.0,0.0
445,27.59564505658497,0.0,0.0
446,23.03629590641998,0.0,0.0
447,23.806801110506058,0.0,0.0
448,17.513718324994024,0.0,0.0
449,20.0,0.0,0.0
450,15.219155497041392,0.0,0.0
451,20.0,0.0,0.0
452,3.3851488439456237,0.290275624418177,0.0
453,3.763607049982487,0.0,0.0
454,14.448310089653596,0.0,0.0
455,21.536875943344075,0.0,0.0
456,2.7008706984302755,0.0,0.0
457,20.961138601567598,0.0,0.0
458,1.8225143797015386,0.0,0.0
459,1.8515668556799592,0.0,0.0
460,14.964815327762835,0.0,0.0
461,9.972269535064697,0.0,0.0
462,14.836942219024447,0.0,0.0
463,2.2493318417017254,0.0,0.0
464,2.9475505408687788,0.0,0.0
465,10.0,0.0,0.0
466,10.0,0.0,0.0
467,3.1768052259223123,0.0,0.0
468,3.2295542970344315,0.0,0.0
469,15.79595999468317,0.0,0.0
470,15.278312839697413,0.0,0.0
471,11.440448069996641,0.0,0.0
472,10.20046555307243,0.0,0.0
473,10.0,0.0,0.0
474,11.981305026772404,0.0,0.0
475,14.563895514280437,0.0,0.0
476,2.6181195909066046,0.43073070703038896,0.0
477,14.095213712132873,0.0,0.0
478,11.291325832324333,0.0,0.0
479,11.666242027350107,0.0,0.0
480,2.7479516028619466,0.0,0.0
481,3.1005237442863534,0.0,0.0
482,4.929228639448656,0.0,0.0
483,10.876745713318252,0.0,0.0
484,14.267830103243792,0.0,0.0
485,14.142636269370964,0.0,0.0
486,1.987720411900904,0.7118754746134737,0.0
487,3.280319069118166,0.49878007982175454,0.0
488,10.68987883316143,0.0,0.0
489,8.332271337509155,0.0,0.0
490,2.0784062144613236,0.0,0.0
491,23.151989153047552,0.0,0.0
492,23.917708128535093,0.0,0.0
493,19.303242400277917,0.0,0.0
494,23.308618011657117,0.0,0.0
495,20.832075106498436,0.0,0.0
496,20.0,0.0,0.0
497,22.26712856682263,0.0,0.0
498,24.0761366346887,0.0,0.0
499,3.492708404201862,0.0,0.0
500,17.8084454536438,0.0,0.0
