episode,reward
147,4.499889924706295
148,4.4999548298368275
149,-43.12657721747288
150,4.499934994717272
151,-18.60685374797989
152,-42.13238612232461
153,-65.1665663782257
154,-61.678972446568736
155,-58.170070898896604
156,4.499962366435335
157,-66.67569737901229
158,-58.65060653338291
159,7.499121952227801
160,-41.13395735533759
161,-43.13893474971727
162,-51.14507227460602
163,-36.13058621062414
164,-16.106458467925627
165,-17.09961103377568
166,-14.097638258191909
167,-14.573885648941658
168,-14.06941257548588
169,-15.594170950181336
170,-19.608674081642324
171,-17.588778909120958
172,5.999514385624936
173,7.499386199127892
174,-14.1130498131623
175,-19.6112821367406
176,10.998426240310916
177,-16.599499623484608
178,-24.618317988590338
179,-58.65094930606355
180,-62.646545794206396
181,7.499412729762708
182,8.998704458362774
183,-57.64828887198724
184,4.4998928557411055
185,4.499866575348563
186,7.4990729605179425
187,4.499949372720571
188,5.998618892100565
189,5.498389034093348
190,-60.1526680957055
191,-59.6659206575365
192,-60.682339891782846
193,-59.662164846110265
194,-63.65953989123247
195,-59.16393661771555
196,7.499016311180336
197,-66.1796602179361
198,-58.68303705719363
199,-62.20526822160109
200,-60.6939025150051
201,-57.677131035914925
202,-65.69024872907322
203,-57.68492020845643
204,-58.19613652302425
205,-62.197888717958485
206,-58.71808392535243
207,-58.741392742716194
208,-65.71942302635165
209,-58.22755382042982
210,-58.72835652795109
211,7.49912590474966
212,-61.74522833318585
213,-62.24398403120657
214,5.999528158490513
215,-57.70237360147346
216,7.499285400361102
217,-62.221641801407394
218,-57.710662203897186
219,-61.67328049754445
220,4.499873928228906
221,-61.182070480669445
222,-57.67628795786588
223,7.499391438643085
224,-33.64431659930587
225,4.49986241402342
226,-68.6804524437182
227,-39.141709141127734
228,-38.141792406506056
229,-68.65212403517253
230,4.499916264583904
231,4.49987184073819
232,-44.64122363822712
233,-33.11737330058961
234,4.499946310600839
235,5.999490425928475
236,-15.574287316596516
237,12.451617380552545
238,7.4988332029257965
239,4.4999634635821115
240,24.961536946486284
241,5.999526822385903
242,22.460290898934552
243,30.961178132288033
244,30.47081751958203
245,30.46235534607733
246,5.999245209077905
247,5.999492076707208
248,5.999542713180465
249,28.46935579945801
250,4.499914646261148
251,30.468110164811335
252,26.9696636604733
253,4.4999060290175725
254,4.499901646174024
255,3.9581141461367304
256,-21.572926490359826
257,9.49876800105313
258,7.998764390755891
259,4.499978655593026
260,-21.093498533921608
261,-13.583554214516223
262,-15.583415624141256
263,-18.095171141351265
264,-17.596131025871117
265,-17.59327708119647
266,-18.11044928699406
267,8.998661195002445
268,8.999201346225032
269,-19.608084969777828
270,-17.56844415768193
271,-17.550662160646425
272,8.49818194240673
273,27.466830056655024
274,30.970690635388287
275,4.499871196255458
276,25.965737626977738
277,31.464171733587374
278,5.999522131267807
279,5.999505751215775
280,5.99962550726008
281,5.999535485340891
282,-54.5172242695335
283,7.999027407661666
284,-58.5029394029572
285,72.97791089300318
286,-60.519992905251954
287,66.97476941578692
288,71.47689920778275
289,67.97359218757258
290,-62.02538809915331
291,69.47656815629597
292,-59.013326970342526
293,73.97799927387518
294,71.97843447388045
295,6.9983210123970085
296,74.47930354063732
297,10.99843753202837
298,10.498038237702684
299,77.47952065059019
300,10.998183976160599
301,68.97635994450374
302,5.999472441869113
303,76.47956030157589
304,-62.51184427911663
305,-62.02480343120418
306,8.99849478643996
307,68.97672752459805
308,-66.04339797846693
309,72.47908762342279
310,10.498580418931045
311,-63.00988334215722
312,76.47970852456714
313,74.97878694296746
314,76.97894726341175
315,7.4993126999364055
316,74.9788128734453
317,71.97766548138095
318,76.48010428412243
319,5.999614099632758
320,76.48013129589772
321,5.999655777024139
322,72.47887857858078
323,75.97884151031315
324,66.97636932249488
325,4.499971428489275
326,74.47862874704697
327,13.996129373289008
328,4.499872623554566
329,5.999743553905947
330,7.499325046127902
331,74.47890692517251
332,5.999732726346126
333,17.493802127942427
334,70.9777056894159
335,4.499872025036671
336,77.47938116624431
337,4.49993943588129
338,74.47905392833265
339,7.499120214038729
340,10.498596453070277
341,4.499937685367295
342,31.45789156189511
343,72.97885648429532
344,14.997008976732157
345,7.499346395445691
346,-50.4497026883468
347,69.47491347262135
348,11.47947998173332
349,72.97821250908359
350,76.47917018675983
351,70.47692412897565
352,74.97822676854304
353,76.97952478101013
354,7.498944950140039
355,5.999570119483618
356,69.47461975519909
357,70.97656975289043
358,18.496446648392535
359,4.499938160274537
360,5.999719130495462
361,11.998361834751135
362,4.49995166163278
363,7.499583150544921
364,71.4771898262625
365,4.499971240030735
366,36.48787032683704
367,4.499958942000264
368,5.498604676063953
369,4.499859460489197
370,10.996978758019862
371,-14.625372164586544
372,-15.596372751584648
373,-16.10214950030297
374,4.4999135327384465
375,5.999494334205899
376,-38.624414787254
377,-33.122380498554584
378,-13.59562059768974
379,5.999442878260799
380,-16.60183612978353
381,5.99975131664137
382,4.499967272472274
383,-58.00175123642235
384,7.498340060478926
385,-58.15528671710063
386,4.49993258448103
387,8.998445655896353
388,9.497744296134755
389,-60.172694875023176
390,-59.18491909536546
391,5.99935151024976
392,4.499868015582376
393,-62.20001602883036
394,-55.855375408257466
395,-58.33513313917769
396,-64.7423850847346
397,9.499004763211756
398,7.499005492610401
399,5.999332631523703
400,-55.71061112389959
401,5.999515295898611
402,-58.18970351870571
403,10.498396971588221
404,-61.65835929374645
405,4.499949715363491
406,-55.685957441591405
407,8.998673694634064
408,4.499880708700342
409,-58.78508616960681
410,4.499950409252663
411,-57.24050190289
412,-63.252750535443475
413,6.496441298191128
414,-60.70594482543121
415,5.999694460411481
416,4.499948686548193
417,-57.21070814898748
418,7.998674521269235
419,-55.69187551252074
420,-61.6990499016327
421,-62.700454568286666
422,-66.20044251122508
423,8.998558677208013
424,4.499966076078777
425,-57.70176614114582
426,-61.20804195681255
427,4.4998645195810765
428,-64.25806937038486
429,-59.2319133155672
430,-65.25005154606741
431,4.499858564689937
432,-59.21302923245707
433,-61.71441589300924
434,-59.672385677198214
435,4.499907645306461
436,-38.625352354765205
437,-43.63282223222365
438,-41.63238853914869
439,-38.6210580495895
440,-41.646126450907225
441,-42.12659683496399
442,-50.148868160117004
443,7.498521887852542
444,8.497887246600115
445,-58.17612235683276
446,-64.15692768640041
447,-44.12833353682982
448,-34.125654298098134
449,-13.595584954982145
450,-15.098508224006059
451,-13.595890865135955
452,7.498073222934947
453,4.499859408062851
454,-15.593269970954145
455,-15.606578532320885
456,10.498034075124723
457,-13.60193896304108
458,5.999711586672997
459,5.999551300816574
460,-14.597560209299276
461,-13.57396928909982
462,-15.564731811496632
463,8.999073358905626
464,4.499964494564339
465,-17.565216309466592
466,-13.564310843315718
467,10.498515013239036
468,4.4999323096947075
469,-16.572211624593248
470,-17.56721573089303
471,-24.079520486298907
472,-13.565976744251824
473,-15.565056865453174
474,-14.078696063426735
475,17.44560306705353
476,8.998825923960219
477,-15.060044413327088
478,-12.568911145299639
479,26.955509328441558
480,10.498942045568048
481,4.499948429853423
482,23.963134447921693
483,-15.06427796409445
484,-15.060572169130765
485,-16.060503485418575
486,4.499862841174236
487,7.498878945940299
488,-19.073608800585493
489,-13.05936169718002
490,4.499893028938557
491,-23.091272475128797
492,-42.62389340426442
493,-39.62603332399268
494,-37.11749369618077
495,-41.138861050446444
496,-39.127754124775265
497,-41.64620655404805
498,-37.12220567736841
499,5.999513700822339
500,-38.12117691823654
